Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,salary
964,Tom Riker,208.0,102.0,University of South Carolina,1950.0,Rockville Centre,New York,227160.0
965,Ron Riley,203.0,88.0,University of Southern California,1950.0,Los Angeles,California,61098.0
966,Frank Russell,190.0,81.0,University of Detroit Mercy,1949.0,,,217004.0
967,Frank Schade,185.0,77.0,University of Wisconsin-Eau Claire,1950.0,Wausau,Wisconsin,242191.0
968,Sam Sibert,201.0,97.0,Kentucky State University,1949.0,,,81926.0
969,Bud Stallworth,196.0,86.0,University of Kansas,1950.0,Hartselle,Alabama,87962.0
970,Paul Stovall,193.0,97.0,Arizona State University,1948.0,,,74885.0
971,Chuck Terry,198.0,97.0,"California State University, Long Beach",1950.0,Long Beach,California,196799.0
972,Justus Thigpen,185.0,72.0,Weber State University,1947.0,,,180231.0
973,John Tschogl,198.0,93.0,"University of California, Santa Barbara",1950.0,Chula Vista,California,44807.0
974,Paul Westphal,193.0,88.0,University of Southern California,1950.0,Torrance,California,135586.0
975,Harthorne Wingo,198.0,95.0,Friendship Junior College,1947.0,Tryon,North Carolina,80531.0
976,Joby Wright,203.0,99.0,Indiana University,1950.0,,,78149.0
977,Mike Bantom,206.0,90.0,Saint Joseph's University,1951.0,Philadelphia,Pennsylvania,242157.0
978,Ron Behagen,206.0,83.0,University of Minnesota,1951.0,New York,New York,178573.0
979,Dennis Bell,196.0,83.0,Drake University,1951.0,Cincinnati,Ohio,25871.0
980,Jim Brewer,206.0,95.0,University of Minnesota,1951.0,Maywood,Illinois,244730.0
981,Allan Bristow,201.0,95.0,Virginia Polytechnic Institute and State University,1951.0,Richmond,Virginia,71844.0
982,John Brown,201.0,99.0,University of Missouri,1951.0,Frankfurt,Germany,163344.0
983,Larry Cannon,193.0,88.0,La Salle University,1947.0,Philadelphia,Pennsylvania,145577.0
984,Bill Chamberlain,198.0,85.0,University of North Carolina,1949.0,,,192621.0
985,Ken Charles,190.0,81.0,Fordham University,1951.0,Trinidad and Tobago,,182973.0
986,E.C. Coleman,190.0,81.0,,1951.0,,,91195.0
987,Doug Collins,198.0,81.0,Illinois State University,1951.0,Christopher,Illinois,233807.0
988,Mike D'Antoni,190.0,83.0,Marshall University,1951.0,Mullens,West Virginia,137038.0
989,Mel Davis,198.0,99.0,St. John's University,1950.0,New York,New York,189495.0
990,Derrek Dickey,201.0,98.0,University of Cincinnati,1951.0,Cincinnati,Ohio,71355.0
991,Ernie DiGregorio,183.0,81.0,Providence College,1951.0,North Providence,Rhode Island,160424.0
992,Steve Downing,203.0,102.0,Indiana University,1950.0,Indianapolis,Indiana,21678.0
993,Rod Freeman,201.0,102.0,Vanderbilt University,1950.0,,,112344.0
994,Bernie Fryer,190.0,83.0,Brigham Young University,1949.0,Bellingham,Washington,94292.0
995,Jim Garvin,201.0,90.0,Boston University,1950.0,,,103304.0
996,Phil Hankinson,203.0,88.0,University of Pennsylvania,1951.0,Augusta,Georgia,204895.0
997,Nate Hawthorne,193.0,86.0,Southern Illinois University,1950.0,Mt. Vernon,Illinois,74209.0
998,Tom Ingelsby,190.0,81.0,Villanova University,1951.0,Philadelphia,Pennsylvania,37498.0
999,Dwight Jones,208.0,95.0,University of Houston,1952.0,Houston,Texas,234992.0
1000,Ben Kelso,190.0,88.0,Central Michigan University,1949.0,,,15629.0
1001,Tom Kozelko,203.0,99.0,University of Toledo,1951.0,Traverse City,Michigan,240613.0
1002,Kevin Kunnert,213.0,104.0,University of Iowa,1951.0,Dubuque,Iowa,19661.0
1003,Mike Macaluso,196.0,95.0,Canisius College,1951.0,,,76070.0
1004,Ted Manakas,188.0,81.0,Princeton University,1951.0,,,117168.0
1005,Vester Marshall,201.0,90.0,University of Oklahoma,1948.0,,,53541.0
1006,Allie McGuire,188.0,81.0,St. John's University,1928.0,New York,New York,218944.0
1007,Larry McNeill,206.0,88.0,Marquette University,1951.0,Hoke,North Carolina,134609.0
1008,Gary Melchionni,188.0,83.0,Duke University,1951.0,Camden,New Jersey,193038.0
1009,Louie Nelson,190.0,86.0,University of Washington,1951.0,Los Angeles,California,161898.0
1010,Jim Owens,196.0,90.0,Arizona State University,1950.0,Los Angeles,California,86305.0
1011,Ed Ratleff,198.0,88.0,"California State University, Long Beach",1950.0,Bellefontaine,Ohio,77041.0
1012,Joe Reaves,196.0,95.0,Bethel College,1950.0,,,68700.0
1013,Mark Sibley,188.0,79.0,Northwestern University,1950.0,,,149236.0
1014,Bob Verga,185.0,86.0,Duke University,1945.0,Neptune,New Jersey,174095.0
1015,Kermit Washington,203.0,104.0,American University,1951.0,Washington,District of Columbia,243723.0
1016,Slick Watts,185.0,79.0,Xavier University of Louisiana,1951.0,Rolling Ford,Mississippi,124911.0
1017,Nick Weatherspoon,201.0,88.0,University of Illinois at Urbana-Champaign,1950.0,Greenwood,Mississippi,213242.0
1018,Luke Witte,213.0,106.0,Ohio State University,1950.0,Philadelphia,Pennsylvania,129180.0
1019,Dan Anderson,208.0,104.0,Augsburg College,1943.0,Minneapolis,Minnesota,81144.0
1020,Jim Ard,203.0,97.0,University of Cincinnati,1948.0,Harvey,Illinois,43507.0
1021,Gus Bailey,196.0,83.0,University of Texas at El Paso,1951.0,Gibson,North Carolina,159655.0
1022,Leon Benbow,193.0,83.0,Jacksonville University,1950.0,Columbia,South Carolina,77086.0
1023,Ken Boyd,196.0,88.0,Boston University,1952.0,Frederick,Maryland,155752.0
1024,Gary Brokaw,193.0,80.0,University of Notre Dame,1954.0,New Brunswick,New Jersey,42860.0
1025,Tom Burleson,218.0,102.0,North Carolina State University,1952.0,Crossnore,North Carolina,186684.0
1026,Harvey Catchings,206.0,98.0,Hardin-Simmons University,1951.0,Jackson,Mississippi,181582.0
1027,Jim Chones,211.0,99.0,Marquette University,1949.0,Racine,Wisconsin,202273.0
1028,Ben Clyde,201.0,89.0,Florida State University,1951.0,Albany,Georgia,33090.0
1029,Jesse Dark,196.0,95.0,Virginia Commonwealth University,1951.0,Richmond,Virginia,54917.0
1030,Rod Derline,183.0,79.0,Seattle University,1952.0,Elma,Washington,170766.0
1031,John Drew,198.0,92.0,Gardner-Webb University,1954.0,Vredenburgh,Alabama,164869.0
1032,Dennis DuVal,190.0,79.0,Syracuse University,1952.0,Westbury,New York,98134.0
1033,Al Eberhard,198.0,102.0,University of Missouri,1952.0,Cedar Rapids,Iowa,110430.0
1034,Leonard Gray,203.0,108.0,"California State University, Long Beach",1951.0,Kansas City,Kansas,240144.0
1035,Bernie Harris,208.0,90.0,Virginia Commonwealth University,1950.0,Roanoke,Virginia,65202.0
1036,Steve Hawes,206.0,99.0,University of Washington,1950.0,Seattle,Washington,157562.0
1037,Tom Henderson,190.0,86.0,University of Hawaii,1952.0,Newberry,South Carolina,116948.0
1038,Greg Jackson,183.0,81.0,Guilford College,1952.0,Brooklyn,New York,114563.0
1039,Wardell Jackson,201.0,90.0,Ohio State University,1951.0,Yazoo City,Mississippi,116114.0
1040,Aaron James,203.0,95.0,Grambling State University,1952.0,New Orleans,Louisiana,149317.0
1041,Mickey Johnson,208.0,86.0,Aurora University,1952.0,Chicago,Illinois,200949.0
1042,Jimmy Jones,193.0,85.0,Grambling State University,1945.0,Tallulah,Louisiana,193561.0
1043,Frank Kendrick,198.0,89.0,Purdue University,1950.0,Indianapolis,Indiana,181076.0
1044,Len Kosmalski,213.0,111.0,University of Tennessee,1951.0,Cleveland,Ohio,191917.0
1045,Bill Ligon,193.0,81.0,Vanderbilt University,1952.0,Nashville,Tennessee,175210.0
1046,Phil Lumpkin,183.0,74.0,Miami University,1951.0,Dayton,Ohio,71651.0
1047,Glenn McDonald,198.0,86.0,"California State University, Long Beach",1952.0,Kewanee,Illinois,188961.0
1048,Eric Money,183.0,77.0,University of Arizona,1955.0,Detroit,Michigan,163666.0
1049,Connie Norman,190.0,79.0,University of Arizona,1953.0,Detroit,Michigan,217281.0
1050,Kevin Restani,206.0,102.0,University of San Francisco,1951.0,San Francisco,California,97015.0
1051,Truck Robinson,201.0,102.0,Tennessee State University,1951.0,Jacksonville,Florida,32826.0
1052,Campy Russell,196.0,98.0,University of Michigan,1944.0,Chicago,Illinois,249692.0
1053,Fred Saunders,201.0,95.0,Syracuse University,1951.0,Columbus,Ohio,183345.0
1054,Tal Skinner,196.0,88.0,University of Maryland Eastern Shore,1952.0,Berlin,Maryland,180861.0
1055,Don Smith,188.0,86.0,University of Minnesota,1920.0,Minnesota,,243329.0
1056,Phil Smith,193.0,83.0,University of San Francisco,1952.0,San Francisco,California,95592.0
1057,Mike Sojourner,206.0,102.0,University of Utah,1953.0,Philadelphia,Pennsylvania,22973.0
1058,Kevin Stacom,190.0,83.0,Providence College,1951.0,New York,New York,148166.0
1059,George Thompson,188.0,90.0,Marquette University,1947.0,Brooklyn,New York,160972.0
1060,Dean Tolson,203.0,86.0,University of Arkansas,1951.0,Kansas City,Missouri,58205.0
1061,Foots Walker,183.0,83.0,State University of West Georgia,1951.0,Southampton,New York,157348.0
1062,Bill Walton*,211.0,95.0,"University of California, Los Angeles",1952.0,La Mesa,California,222004.0
1063,Perry Warbington,188.0,74.0,Georgia Southern University,1952.0,Atlabta,Georgia,226499.0
1064,Stan Washington,193.0,86.0,University of San Diego,1952.0,Washington,District of Columbia,96783.0
1065,Scott Wedman,201.0,97.0,University of Colorado,1952.0,Harper,Kansas,36917.0
1066,Owen Wells,201.0,90.0,University of Detroit Mercy,1950.0,Providence,Rhode Island,55682.0
1067,Jamaal Wilkes*,198.0,86.0,"University of California, Los Angeles",1953.0,Berkeley,California,162175.0
1068,Earl Williams,201.0,104.0,Winston-Salem State University,1951.0,Levittown,Pennsylvania,228031.0
1069,Bobby Wilson,193.0,83.0,West Virginia State University,1926.0,,,39287.0
1070,Brian Winters,193.0,83.0,University of South Carolina,1952.0,Rockaway,New York,198153.0
1071,Alvan Adams,206.0,95.0,University of Oklahoma,1954.0,Lawrence,Kansas,50818.0
1072,Jerome Anderson,196.0,88.0,West Virginia University,1953.0,Mullens,West Virginia,131367.0
1073,Jerry Baskerville,201.0,86.0,Temple University,1951.0,Philadelphia,Pennsylvania,148108.0
1074,Bob Bigelow,201.0,97.0,University of Pennsylvania,1953.0,Boston,Massachusetts,33216.0
1075,Tom Boswell,206.0,99.0,University of South Carolina,1953.0,Montgomery,Alabama,101482.0
1076,Junior Bridgeman,196.0,95.0,University of Louisville,1953.0,East Chicago,Indiana,95216.0
1077,Joe Bryant,206.0,83.0,La Salle University,1954.0,Philadelphia,Pennsylvania,126010.0
1078,Al Carlson,211.0,106.0,University of Oregon,1951.0,Oceanside,California,214728.0
1079,Jim Creighton,203.0,90.0,University of Colorado,1950.0,Billings,Montana,70884.0
1080,Darryl Dawkins,211.0,113.0,,1957.0,Orlando,Florida,150329.0
1081,Henry Dickerson,193.0,86.0,University of Charleston,1951.0,Berkley,West Virginia,125606.0
1082,Eric Fernsten,208.0,92.0,University of San Francisco,1953.0,Oakland,California,26904.0
1083,Larry Fogle,196.0,92.0,Canisius College,1953.0,Brooklyn,New York,172531.0
1084,Don Ford,206.0,97.0,"University of California, Santa Barbara",1952.0,Santa Barbara,California,16912.0
1085,World B.,206.0,97.0,,1952.0,,,175605.0
1086,Donnie Freeman,190.0,83.0,University of Illinois at Urbana-Champaign,1944.0,Madison,Illinois,26721.0
1087,Kevin Grevey,196.0,95.0,University of Kentucky,1953.0,Hamilton,Ohio,242547.0
1088,Bob Gross,198.0,90.0,"California State University, Long Beach",1953.0,San Pedro,California,39069.0
1089,Lindsay Hairston,201.0,81.0,Michigan State University,1951.0,Detroit,Michigan,180967.0
1090,Glenn Hansen,193.0,92.0,Louisiana State University,1952.0,Devils Lake,North Dakota,21977.0
1091,Robert Hawkins,193.0,86.0,Illinois State University,1954.0,Detroit,Michigan,18567.0
1092,Wilbur Holland,183.0,79.0,University of New Orleans,1951.0,Columbus,Georgia,221939.0
1093,Lionel Hollins,190.0,83.0,Arizona State University,1953.0,Ark City,Kansas,68990.0
1094,Steve Jones,196.0,92.0,University of Oregon,1942.0,Alexandria,Louisiana,80907.0
1095,Rich Kelley,213.0,106.0,Stanford University,1953.0,San Mateo,California,48329.0
1096,Tom Kropp,190.0,92.0,University of Nebraska at Kearney,1953.0,Grand Island,Nebraska,133486.0
1097,C.J. Kupec,190.0,92.0,,1953.0,,,77045.0
1098,John Lambert,208.0,102.0,University of Southern California,1953.0,Berkeley,California,202985.0
1099,John Laskowski,198.0,83.0,Indiana University,1953.0,South Bend,Indiana,224553.0
1100,Greg Lee,190.0,86.0,"University of California, Los Angeles",1951.0,Reseda,California,115447.0
1101,Clyde Mayes,203.0,102.0,Furman University,1953.0,Greenville,South Carolina,197981.0
1102,Ken Mayfield,188.0,83.0,Tuskegee University,1948.0,Chicago,Illinois,121485.0
1103,Jim McElroy,190.0,86.0,Central Michigan University,1953.0,Cotton Plant,Arkansas,160614.0
1104,George McGinnis,203.0,106.0,Indiana University,1950.0,Indianapolis,Indiana,35745.0
1105,Tom McMillen,211.0,97.0,University of Maryland,1952.0,Elmira,New York,94409.0
1106,Joe Meriweather,208.0,97.0,Southern Illinois University,1953.0,Phenix City,Alabama,190254.0
1107,Dave Meyers,203.0,97.0,"University of California, Los Angeles",1953.0,San Diego,California,107140.0
1108,Frank Oleynick,188.0,83.0,Seattle University,1955.0,Bridgeport,Connecticut,241167.0
1109,Cliff Pondexter,206.0,105.0,"California State University, Long Beach",1954.0,Fresno,California,28728.0
1110,Bill Robinzine,201.0,104.0,DePaul University,1953.0,Chicago,Illinois,28627.0
1111,John Roche,190.0,77.0,University of South Carolina,1949.0,New York,New York,49110.0
1112,Bruce Seals,203.0,95.0,Xavier University of Louisiana,1953.0,New Orleans,Louisiana,210042.0
1113,Ed Searcy,198.0,95.0,St. John's University,1952.0,New York,New York,19513.0
1114,Gene Short,198.0,90.0,Jackson State University,1953.0,Macon,Mississippi,157216.0
1115,John Shumate,206.0,106.0,University of Notre Dame,1952.0,Greenville,South Carolina,143090.0
1116,Ricky Sobers,190.0,89.0,"University of Nevada, Las Vegas",1953.0,Bronx,New York,114667.0
1117,Terry Thomas,203.0,99.0,University of Detroit Mercy,1953.0,Detroit,Michigan,241884.0
1118,Rudy White,188.0,88.0,Arizona State University,1953.0,Silver City,New Mexico,68791.0
1119,Gus Williams,188.0,79.0,University of Southern California,1953.0,Mount Vernon,New York,27569.0
1120,Bill Willoughby,203.0,92.0,,1957.0,Englewood,New Jersey,27049.0
1121,Tom Abernethy,201.0,99.0,Indiana University,1954.0,South Bend,Indiana,151029.0
1122,Bird Averitt,185.0,77.0,Pepperdine University,1952.0,Hopkinsville,Kentucky,244727.0
1123,Tom Barker,211.0,102.0,University of Hawaii,1955.0,Harlingen,Texas,56966.0
1124,Marvin Barnes,203.0,95.0,Providence College,1952.0,Providence,Rhode Island,146732.0
1125,Norton Barnhill,193.0,92.0,Washington State University,1953.0,Winston-Salem,North Carolina,234264.0
1126,Mike Barr,190.0,81.0,Duquesne University,1950.0,Canton,Ohio,69316.0
1127,Tim Bassett,203.0,102.0,University of Georgia,1951.0,Washington,District of Columbia,73661.0
1128,Byron Beck,206.0,102.0,University of Denver,1945.0,Ellensburg,Washington,20963.0
1129,Mel Bennett,201.0,90.0,University of Pittsburgh,1955.0,Pittsburgh,Pennsylvania,156394.0
1130,Ron Boone,188.0,90.0,Idaho State University,1946.0,Oklahoma City,Oklahoma,62432.0
1131,Quinn Buckner,190.0,86.0,Indiana University,1954.0,Phoenix,Illinois,68476.0
1132,Ticky Burden,188.0,83.0,University of Utah,1953.0,Haines City,Florida,107150.0
1133,Don Buse,193.0,86.0,University of Evansville,1950.0,Huntingburg,Indiana,228630.0
1134,Mack Calvin,183.0,74.0,University of Southern California,1947.0,Fort Worth,Texas,72229.0
1135,M.L. Carr,183.0,74.0,,1947.0,,,42870.0
1136,Cornelius Cash,203.0,97.0,Bowling Green State University,1952.0,Macon,Mississippi,32947.0
1137,Norm Cook,203.0,95.0,University of Kansas,1955.0,Chicago,Illinois,80215.0
1138,Louie Dampier*,183.0,77.0,University of Kentucky,1944.0,Indianapolis,Indiana,44710.0
1139,Mel Daniels*,206.0,99.0,University of New Mexico,1944.0,Detroit,Michigan,191362.0
1140,Adrian Dantley*,196.0,94.0,University of Notre Dame,1956.0,Washington,District of Columbia,131495.0
1141,Johnny Davis,188.0,77.0,University of Dayton,1955.0,Detroit,Michigan,56927.0
1142,Ron Davis,198.0,89.0,Washington State University,1954.0,Phoenix,Arizona,54016.0
1143,Randy Denton,208.0,108.0,Duke University,1949.0,Raleigh,North Carolina,99699.0
1144,Coby Dietrick,208.0,99.0,San Jose State University,1948.0,Riverside,California,188254.0
1145,Leon Douglas,208.0,104.0,University of Alabama,1954.0,Leighton,Alabama,66158.0
1146,Mike Dunleavy,190.0,81.0,University of South Carolina,1954.0,Brooklyn,New York,56077.0
1147,Jim Eakins,211.0,97.0,Brigham Young University,1946.0,Sacramento,California,42555.0
1148,Len Elmore,206.0,99.0,University of Maryland,1952.0,New York,New York,182795.0
1149,Darrell Elston,193.0,86.0,University of North Carolina,1952.0,Tipton,Indiana,38050.0
1150,Alex English*,201.0,86.0,University of South Carolina,1954.0,Columbia,South Carolina,130238.0
1151,Julius Erving*,201.0,95.0,University of Massachusetts Amherst,1950.0,Roosevelt,New York,82842.0
1152,Butch Feher,193.0,83.0,Vanderbilt University,1954.0,Flint,Michigan,25976.0
1153,Mike Flynn,188.0,81.0,University of Kentucky,1953.0,Casablanca,Morocco,85973.0
1154,Terry Furlow,193.0,86.0,Michigan State University,1954.0,Flint,Michigan,142053.0
1155,Mike Gale,193.0,83.0,Elizabeth City State University,1950.0,Philadelphia,Pennsylvania,141321.0
1156,Gus Gerard,203.0,90.0,University of Virginia,1953.0,Uniontown,Pennsylvania,57534.0
1157,George Gervin*,201.0,81.0,Eastern Michigan University,1952.0,Detroit,Michigan,193647.0
1158,Artis Gilmore*,218.0,108.0,Jacksonville University,1949.0,Chipley,Florida,25317.0
1159,Mike Green,208.0,90.0,Louisiana Tech University,1951.0,McComb,Mississippi,77933.0
1160,Steve Green,201.0,99.0,Indiana University,1953.0,Madison,Wisconsin,141241.0
1161,Paul Griffin,206.0,92.0,Western Michigan University,1954.0,Shelby,Michigan,199856.0
1162,Rudy Hackett,206.0,95.0,Syracuse University,1953.0,Mount Vernon,New York,127183.0
1163,Phil Hicks,201.0,92.0,Tulane University,1953.0,Chicago,Illinois,89619.0
1164,Armond Hill,193.0,86.0,Princeton University,1953.0,Brooklyn,New York,15276.0
1165,Darnell Hillman,206.0,97.0,San Jose State University,1949.0,Sacramento,California,116488.0
1166,Mo Howard,188.0,77.0,University of Maryland,1954.0,Philadelphia,Pennsylvania,159165.0
1167,Kim Hughes,211.0,99.0,University of Wisconsin,1952.0,Freeport,Illinois,189026.0
1168,Dan Issel*,206.0,106.0,University of Kentucky,1948.0,Batavia,Illinois,27156.0
1169,Dennis Johnson*,193.0,83.0,Pepperdine University,1954.0,San Pedro,California,46901.0
1170,Bobby Jones,206.0,95.0,University of North Carolina,1951.0,Charlotte,North Carolina,24388.0
1171,Caldwell Jones,211.0,98.0,Albany State University,1950.0,McGehee,Arkansas,104554.0
1172,Rich Jones,198.0,99.0,University of Memphis,1946.0,Memphis,Tennessee,73613.0
1173,Robin Jones,206.0,102.0,Saint Louis University,1954.0,St. Louis,Missouri,127294.0
1174,Wil Jones,190.0,83.0,Northwestern University,1936.0,,,53546.0
1175,George Karl,190.0,83.0,University of North Carolina,1952.0,Penn Hills,Pennsylvania,185558.0
1176,Goo Kennedy,196.0,92.0,Texas Christian University,1949.0,Charlotte,North Carolina,192358.0
